canvas	source	text
07 Hesap Gizlilik Pro.dc.html	template	Yıkıcı işlemler: coral birincil buton yalnızca burada; “Vazgeç” aynı boyutta ve hemen altında. Ne silinir / ne korunur açıkça listelenir.
07 Hesap Gizlilik Pro.dc.html	template	Paywall · Dijital Asistan PRO
07 Hesap Gizlilik Pro.dc.html	template	Satın alımı geri yükle
07 Hesap Gizlilik Pro.dc.html	template	DİJİTAL ASİSTAN PRO
07 Hesap Gizlilik Pro.dc.html	template	Tüm dijital hayatın, tek brifingde.
07 Hesap Gizlilik Pro.dc.html	template	Bu hafta 684 mailden 32'sini öne çıkardık; 2 sa 48 dk kazandın.
07 Hesap Gizlilik Pro.dc.html	template	FREE
07 Hesap Gizlilik Pro.dc.html	template	Yıllık
07 Hesap Gizlilik Pro.dc.html	template	EN AVANTAJLI
07 Hesap Gizlilik Pro.dc.html	template	1.490 TL / yıl · ayda 124 TL · %38 tasarruf
07 Hesap Gizlilik Pro.dc.html	template	Aylık
07 Hesap Gizlilik Pro.dc.html	template	199 TL / ay
07 Hesap Gizlilik Pro.dc.html	template	Ücretsiz Dene · 7 gün
07 Hesap Gizlilik Pro.dc.html	template	Free ile devam et
07 Hesap Gizlilik Pro.dc.html	template	7 gün sonra 1.490 TL/yıl. Bitmeden 24 saat önce hatırlatırız. İstediğin zaman iptal.
07 Hesap Gizlilik Pro.dc.html	template	Free şeffaf: 1 mail, 1 takvim, sabah brifingi, sınırlı AI. Kapat butonu ilk saniyeden görünür; “Free ile devam et” aynı yüzeyde. Fiyat ve yenileme koşulu CTA'nın altında düz yazı.
07 Hesap Gizlilik Pro.dc.html	template	Bağlamsal Pro kapısı · Free kullanıcı
07 Hesap Gizlilik Pro.dc.html	template	5 EYLÜL CUMARTESİ
07 Hesap Gizlilik Pro.dc.html	template	İyi günler, Yunus
07 Hesap Gizlilik Pro.dc.html	template	ÖĞLE NABZI · PRO
07 Hesap Gizlilik Pro.dc.html	template	Sabahından beri 2 gelişme oldu.
07 Hesap Gizlilik Pro.dc.html	template	Öğle nabzı Pro'da. Sabah brifingin her zaman ücretsiz.
07 Hesap Gizlilik Pro.dc.html	template	7 gün ücretsiz dene
07 Hesap Gizlilik Pro.dc.html	template	Şimdi değil
07 Hesap Gizlilik Pro.dc.html	template	ÖNCELİKLERİN
07 Hesap Gizlilik Pro.dc.html	template	3 konu
07 Hesap Gizlilik Pro.dc.html	template	ACİL
07 Hesap Gizlilik Pro.dc.html	template	Ahmet senden bugün 17:00'ye kadar revize teklif bekliyor.
07 Hesap Gizlilik Pro.dc.html	template	Gmail · Ahmet Yılmaz · 08:42
07 Hesap Gizlilik Pro.dc.html	template	Yanıtla
07 Hesap Gizlilik Pro.dc.html	template	Hatırlat
07 Hesap Gizlilik Pro.dc.html	template	Bugün
07 Hesap Gizlilik Pro.dc.html	template	Akış
07 Hesap Gizlilik Pro.dc.html	template	Plan
07 Hesap Gizlilik Pro.dc.html	template	Asistan
07 Hesap Gizlilik Pro.dc.html	template	Kapı, özelliğin gerçek değerini gösterir (“2 gelişme oldu”) ama içeriği bulanıklaştırır. “Şimdi değil” 7 gün boyunca aynı kartı tekrar göstermez. Ücretsiz özellikler kilitlenmez.
07 Hesap Gizlilik Pro.dc.html	template	Arkadaşını Davet Et
07 Hesap Gizlilik Pro.dc.html	template	Arkadaşını davet et, ikiniz de 14 gün Pro kazanın.
07 Hesap Gizlilik Pro.dc.html	template	Arkadaşın ilk brifingini aldığında Pro süreniz otomatik uzar.
07 Hesap Gizlilik Pro.dc.html	template	dijitalasistan.app/d/yunus-7k2
07 Hesap Gizlilik Pro.dc.html	template	Kopyala
07 Hesap Gizlilik Pro.dc.html	template	Davet Gönder
07 Hesap Gizlilik Pro.dc.html	template	DAVETLERİN · 3
07 Hesap Gizlilik Pro.dc.html	template	BT
07 Hesap Gizlilik Pro.dc.html	template	Burak Tan
07 Hesap Gizlilik Pro.dc.html	template	İlk brifingini aldı · 2 Eyl
07 Hesap Gizlilik Pro.dc.html	template	+14 GÜN
07 Hesap Gizlilik Pro.dc.html	template	DE
07 Hesap Gizlilik Pro.dc.html	template	Deniz Erol
07 Hesap Gizlilik Pro.dc.html	template	Kaydoldu, hesap bağlamadı
07 Hesap Gizlilik Pro.dc.html	template	BEKLİYOR
07 Hesap Gizlilik Pro.dc.html	template	elif.a@…
07 Hesap Gizlilik Pro.dc.html	template	Davet gönderildi · 4 Eyl
07 Hesap Gizlilik Pro.dc.html	template	GÖNDERİLDİ
07 Hesap Gizlilik Pro.dc.html	template	Toplam kazanılan: 14 gün Pro · Sınır: yılda 6 davet
07 Hesap Gizlilik Pro.dc.html	template	Ödül koşulu açık: “ilk brifingini aldığında”. Durum rozetleri sistemdeki aynı üç ton (yeşil, amber, nötr). Davet linki monospace.
07 Hesap Gizlilik Pro.dc.html	template	Görünüm ve Dil
07 Hesap Gizlilik Pro.dc.html	template	Görünüm
07 Hesap Gizlilik Pro.dc.html	template	Açık
07 Hesap Gizlilik Pro.dc.html	template	Koyu
07 Hesap Gizlilik Pro.dc.html	template	Sistem
07 Hesap Gizlilik Pro.dc.html	template	Metin boyutu
07 Hesap Gizlilik Pro.dc.html	template	Hareketi azalt
07 Hesap Gizlilik Pro.dc.html	template	Haptik geri bildirim
07 Hesap Gizlilik Pro.dc.html	template	Dil
07 Hesap Gizlilik Pro.dc.html	template	Türkçe
07 Hesap Gizlilik Pro.dc.html	template	English
07 Hesap Gizlilik Pro.dc.html	template	Deutsch
07 Hesap Gizlilik Pro.dc.html	template	Brifing ve özetler seçtiğin dilde yazılır; maillerin orijinal dili korunur.
07 Hesap Gizlilik Pro.dc.html	template	Görünüm önizlemeleri gerçek yüzey renkleriyle. Erişilebilirlik anahtarları (hareket, haptik) burada; “Hareketi azalt” tüm mikro-etkileşimleri geçişsiz duruma alır.
07 Hesap Gizlilik Pro.dc.html	template	Öncelik Kuralları · Liste
07 Hesap Gizlilik Pro.dc.html	template	Öncelik Kuralları
07 Hesap Gizlilik Pro.dc.html	template	Senin yazdığın açık kurallar. Her zaman AI'ın kendi öğrendiklerinin önüne geçer.
07 Hesap Gizlilik Pro.dc.html	template	AI'ın kendi öğrendiklerini
07 Hesap Gizlilik Pro.dc.html	template	AI Kişiselleştirme
07 Hesap Gizlilik Pro.dc.html	template	'de görürsün; burası yalnızca senin kuralların.
07 Hesap Gizlilik Pro.dc.html	template	Kural Ekle
07 Hesap Gizlilik Pro.dc.html	template	Kurallar sonuca göre gruplanır (önemli / bildir / düşük / sessiz). Her satır: koşul tipi ikonu, kural metni, etki sayısı, aç/kapat anahtarı. Satıra dokunuş düzenlemeye gider.
07 Hesap Gizlilik Pro.dc.html	template	Yeni Kural · Koşul + Sonuç + Önizleme
07 Hesap Gizlilik Pro.dc.html	template	YENİ KURAL
07 Hesap Gizlilik Pro.dc.html	template	1 · KOŞUL
07 Hesap Gizlilik Pro.dc.html	template	Kişi
07 Hesap Gizlilik Pro.dc.html	template	Domain
07 Hesap Gizlilik Pro.dc.html	template	Anahtar kelime
07 Hesap Gizlilik Pro.dc.html	template	Kategori
07 Hesap Gizlilik Pro.dc.html	template	Gönderici
07 Hesap Gizlilik Pro.dc.html	template	yilmazendustri.com
07 Hesap Gizlilik Pro.dc.html	template	Önerilen: @kuzeylojistik.com
07 Hesap Gizlilik Pro.dc.html	template	@itu.edu.tr
07 Hesap Gizlilik Pro.dc.html	template	2 · SONUÇ
07 Hesap Gizlilik Pro.dc.html	template	Her zaman önemli say
07 Hesap Gizlilik Pro.dc.html	template	Yüksek öncelikli say
07 Hesap Gizlilik Pro.dc.html	template	Düşük öncelikli say
07 Hesap Gizlilik Pro.dc.html	template	Her zaman bildir
07 Hesap Gizlilik Pro.dc.html	template	Sessize al
07 Hesap Gizlilik Pro.dc.html	template	ÖNİZLEME · SON 30 GÜN
07 Hesap Gizlilik Pro.dc.html	template	14 MAİL BU KURALA UYARDI
07 Hesap Gizlilik Pro.dc.html	template	Mehmet Yılmaz · Re: Teklif
07 Hesap Gizlilik Pro.dc.html	template	Dün
07 Hesap Gizlilik Pro.dc.html	template	Ayşe Kara · Sevkiyat planı
07 Hesap Gizlilik Pro.dc.html	template	2 Eyl
07 Hesap Gizlilik Pro.dc.html	template	muhasebe@yilmazendustri.com · Fatura
07 Hesap Gizlilik Pro.dc.html	template	28 Ağu
07 Hesap Gizlilik Pro.dc.html	template	3'ü bugün zaten önemli sayılıyordu; 11 mail yukarı taşınacak.
07 Hesap Gizlilik Pro.dc.html	template	Kuralı Kaydet
07 Hesap Gizlilik Pro.dc.html	template	İki adım tek ekranda: koşul tipi çipleri + alan, sonuç tek seçim. Önizleme kaydetmeden önce kuralın etkisini gerçek maillerle gösterir; kural yazma işlemi değil, onay istemez.
07 Hesap Gizlilik Pro.dc.html	template	Kuralı Düzenle · Anahtar kelime
07 Hesap Gizlilik Pro.dc.html	template	KURALI DÜZENLE
07 Hesap Gizlilik Pro.dc.html	template	Kural aktif
07 Hesap Gizlilik Pro.dc.html	template	Oluşturuldu 12 Ağu · 22 mail etkilendi
07 Hesap Gizlilik Pro.dc.html	template	KOŞUL · ANAHTAR KELİME
07 Hesap Gizlilik Pro.dc.html	template	sözleşme
07 Hesap Gizlilik Pro.dc.html	template	Ekle
07 Hesap Gizlilik Pro.dc.html	template	Konu ve gövdede ara
07 Hesap Gizlilik Pro.dc.html	template	SONUÇ
07 Hesap Gizlilik Pro.dc.html	template	Diğer sonuçlar
07 Hesap Gizlilik Pro.dc.html	template	İSTİSNALAR
07 Hesap Gizlilik Pro.dc.html	template	Promosyon kategorisi hariç
07 Hesap Gizlilik Pro.dc.html	template	Kuralı Sil
07 Hesap Gizlilik Pro.dc.html	template	Değişiklikleri Kaydet
07 Hesap Gizlilik Pro.dc.html	template	Düzenleme aynı formun dolu hâli: kelime çipleri kaldırılıp eklenebilir, kural geçici olarak kapatılabilir. Sil yalnızca metin buton, kaydetten uzakta.
07 Hesap Gizlilik Pro.dc.html	template	Kuralı Sil · Onay + geri al
07 Hesap Gizlilik Pro.dc.html	template	Kural silinsin mi?
07 Hesap Gizlilik Pro.dc.html	template	“teklif, sözleşme, fatura” kuralı silinir. Bu kelimeleri içeren mailler yeniden AI'ın kendi önceliğine göre sıralanır.
07 Hesap Gizlilik Pro.dc.html	template	Kural silindi
07 Hesap Gizlilik Pro.dc.html	template	Geri al
07 Hesap Gizlilik Pro.dc.html	template	Silme modal ile onaylanır (geri alınamaz işlem kalıbı); ardından 5 sn “Geri al” toast'ı. Aynı kalıp 7.4'teki veri silme ile tutarlı.
07 Hesap Gizlilik Pro.dc.html	data	Sadece önemli
07 Hesap Gizlilik Pro.dc.html	data	6 kural
07 Hesap Gizlilik Pro.dc.html	data	Önemli Kişiler
07 Hesap Gizlilik Pro.dc.html	data	6 kişi
07 Hesap Gizlilik Pro.dc.html	data	7 öğrenme
07 Hesap Gizlilik Pro.dc.html	data	Pro deneme
07 Hesap Gizlilik Pro.dc.html	data	Gmail · Takvim
07 Hesap Gizlilik Pro.dc.html	data	AI'ın eriştiği veriler
07 Hesap Gizlilik Pro.dc.html	data	5 alan
07 Hesap Gizlilik Pro.dc.html	data	AI kişiselleştirme
07 Hesap Gizlilik Pro.dc.html	data	Mail konu ve gövdeleri
07 Hesap Gizlilik Pro.dc.html	data	Özetlemek için · Kopya tutulmaz
07 Hesap Gizlilik Pro.dc.html	data	Ekler (PDF, görüntü)
07 Hesap Gizlilik Pro.dc.html	data	Fatura ve teklif tespiti
07 Hesap Gizlilik Pro.dc.html	data	Takvim etkinlikleri
07 Hesap Gizlilik Pro.dc.html	data	Katılımcılar ve konumlar dahil
07 Hesap Gizlilik Pro.dc.html	data	Yalnızca isim eşleştirme
07 Hesap Gizlilik Pro.dc.html	data	Konum (yaklaşık)
07 Hesap Gizlilik Pro.dc.html	data	Yol süresi tahmini için
07 Hesap Gizlilik Pro.dc.html	data	Bağlı mail hesabı
07 Hesap Gizlilik Pro.dc.html	data	HER ZAMAN ÖNEMLİ SAY
07 Hesap Gizlilik Pro.dc.html	data	Mehmet Yılmaz'dan gelenler
07 Hesap Gizlilik Pro.dc.html	data	Kişi · 9 mail etkilendi · bu ay
07 Hesap Gizlilik Pro.dc.html	data	@yilmazendustri.com adresinden gelenler
07 Hesap Gizlilik Pro.dc.html	data	Domain · 14 mail · bu ay
07 Hesap Gizlilik Pro.dc.html	data	“teklif”, “sözleşme”, “fatura” içerenler
07 Hesap Gizlilik Pro.dc.html	data	Anahtar kelime · 22 mail · bu ay
07 Hesap Gizlilik Pro.dc.html	data	HER ZAMAN BİLDİR
07 Hesap Gizlilik Pro.dc.html	data	VIP kişilerden gelenler
07 Hesap Gizlilik Pro.dc.html	data	6 kişi · Sessiz saatlerde bile
07 Hesap Gizlilik Pro.dc.html	data	DÜŞÜK ÖNCELİKLİ SAY
07 Hesap Gizlilik Pro.dc.html	data	Promosyon ve bülten mailleri
07 Hesap Gizlilik Pro.dc.html	data	Kategori · 131 mail · bu ay
07 Hesap Gizlilik Pro.dc.html	data	SESSİZE AL
07 Hesap Gizlilik Pro.dc.html	data	noreply@… göndericileri
07 Hesap Gizlilik Pro.dc.html	data	Gönderici · 48 mail · bu ay
07 Hesap Gizlilik Pro.dc.html	data	LinkedIn bildirimleri
07 Hesap Gizlilik Pro.dc.html	data	Gönderici · 17 mail · bu ay
08 Durumlar Widgetlar Etkilesimler.dc.html	template	← Prototip ve IA
08 Durumlar Widgetlar Etkilesimler.dc.html	template	01 Sistem
08 Durumlar Widgetlar Etkilesimler.dc.html	template	02 Onboarding
08 Durumlar Widgetlar Etkilesimler.dc.html	template	03 Bugün
08 Durumlar Widgetlar Etkilesimler.dc.html	template	04 Akış
08 Durumlar Widgetlar Etkilesimler.dc.html	template	05 Plan
08 Durumlar Widgetlar Etkilesimler.dc.html	template	06 Asistan
08 Durumlar Widgetlar Etkilesimler.dc.html	template	07 Hesap
08 Durumlar Widgetlar Etkilesimler.dc.html	template	08 Durumlar
08 Durumlar Widgetlar Etkilesimler.dc.html	template	09 Pazarlama
08 Durumlar Widgetlar Etkilesimler.dc.html	template	08 · Boş / Hata / Yükleme Durumları, Widget'lar, Mikro-etkileşimler
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Boş durum bir başarı mesajıdır: “Her şey kontrol altında.” Hatalar okunur ve tek aksiyonludur; AI erişilemezse ürün brifingi yine gösterir (son analiz). Widget'lar Bugün ekranının küçültülmüş versiyonu değil, tek bir cevabın yüzeyidir.
08 Durumlar Widgetlar Etkilesimler.dc.html	template	BOŞ DURUMLAR · POZİTİF, SAKİN
08 Durumlar Widgetlar Etkilesimler.dc.html	template	HATA DURUMLARI · OKUNUR, TEK AKSİYON
08 Durumlar Widgetlar Etkilesimler.dc.html	template	error/offline · tam ekran · son analiz görünür kalır
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Çevrimdışısın. Son analiz 09:40'tan gösteriliyor.
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Yenile
08 Durumlar Widgetlar Etkilesimler.dc.html	template	5 EYLÜL CUMARTESİ
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Günaydın, Yunus
08 Durumlar Widgetlar Etkilesimler.dc.html	template	BRİFİNG · 07:58 · ÇEVRİMDIŞI
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Bugün bilmen gereken 5 şey var.
08 Durumlar Widgetlar Etkilesimler.dc.html	template	3 önemli mail · 4 etkinlik · 2 takip
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Brifingimi Gör
08 Durumlar Widgetlar Etkilesimler.dc.html	template	İndirilmedi
08 Durumlar Widgetlar Etkilesimler.dc.html	template	ACİL
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Ahmet senden bugün 17:00'ye kadar revize teklif bekliyor.
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Yanıt taslağı bağlantı gelince hazırlanır.
08 Durumlar Widgetlar Etkilesimler.dc.html	template	loading/today · iskelet, gerçek kart ölçülerinde
08 Durumlar Widgetlar Etkilesimler.dc.html	template	ÖNCELİKLERİN
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Başlık ve tarih anında; yalnızca AI içeriği iskelet. 1,6 sn parıltı, kartlar tek tek 60 ms arayla dolar.
08 Durumlar Widgetlar Etkilesimler.dc.html	template	WIDGET'LAR · iOS
08 Durumlar Widgetlar Etkilesimler.dc.html	template	small · 158×158 · sıradaki önemli konu
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Ahmet 17:00'ye kadar revize teklif bekliyor.
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Gmail · 08:42
08 Durumlar Widgetlar Etkilesimler.dc.html	template	medium · 338×158 · bugünün 3 önceliği
08 Durumlar Widgetlar Etkilesimler.dc.html	template	BUGÜN · 3 ÖNCELİK
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Ahmet'e revize teklif
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Mehmet ile müşteri toplantısı
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Başvuru kapanıyor
08 Durumlar Widgetlar Etkilesimler.dc.html	template	large · 338×354 · brifing + sonraki toplantı + takip
08 Durumlar Widgetlar Etkilesimler.dc.html	template	SABAH BRİFİNGİ
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Bugün bilmen gereken
08 Durumlar Widgetlar Etkilesimler.dc.html	template	şey var.
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Dinle · 2 dk
08 Durumlar Widgetlar Etkilesimler.dc.html	template	SONRAKİ TOPLANTI
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Hazırlık hazır · 3 konu
08 Durumlar Widgetlar Etkilesimler.dc.html	template	TAKİP
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Mehmet · Teklif v2
08 Durumlar Widgetlar Etkilesimler.dc.html	template	3 gündür yanıt yok
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Takip Et
08 Durumlar Widgetlar Etkilesimler.dc.html	template	lock screen · circular · rectangular · inline
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Cumartesi 5 Eylül
08 Durumlar Widgetlar Etkilesimler.dc.html	template	5 önemli konu · ilki 17:00
08 Durumlar Widgetlar Etkilesimler.dc.html	template	ÖNEMLİ
08 Durumlar Widgetlar Etkilesimler.dc.html	template	SONRAKİ · 14:30
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Mehmet ile toplantı
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Hazırlık hazır
08 Durumlar Widgetlar Etkilesimler.dc.html	template	WIDGET'LAR · ANDROID
08 Durumlar Widgetlar Etkilesimler.dc.html	template	4×2 · brifing + öncelikler
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Dijital Asistan
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Ahmet · 17:00
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Mehmet · 14:30
08 Durumlar Widgetlar Etkilesimler.dc.html	template	2×2 · sıradaki
08 Durumlar Widgetlar Etkilesimler.dc.html	template	3 konu hazır
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Widget'lar tek cevap verir: sıradaki konu, 3 öncelik ya da brifing girişi. Dokunuş ilgili ekranı açar; yazma işlemi widget'tan yapılmaz. Android'de Material tema rengi yerine ürünün kendi yüzeyleri kullanılır; köşe yarıçapı sistemden gelir.
08 Durumlar Widgetlar Etkilesimler.dc.html	template	MİKRO-ETKİLEŞİMLER · HAREKET VE HAPTİK SÖZLEŞMESİ
08 Durumlar Widgetlar Etkilesimler.dc.html	template	ETKİLEŞİM
08 Durumlar Widgetlar Etkilesimler.dc.html	template	TETİK · DAVRANIŞ
08 Durumlar Widgetlar Etkilesimler.dc.html	template	HAREKET
08 Durumlar Widgetlar Etkilesimler.dc.html	template	HAPTİK
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Eğri: standart
08 Durumlar Widgetlar Etkilesimler.dc.html	template	cubic-bezier(.2,.8,.2,1)
08 Durumlar Widgetlar Etkilesimler.dc.html	template	, çıkış
08 Durumlar Widgetlar Etkilesimler.dc.html	template	ease-out
08 Durumlar Widgetlar Etkilesimler.dc.html	template	. “Hareketi azalt” açıkken tüm süreler 0, yalnızca opaklık geçişi 120 ms kalır. Hiçbir animasyon 600 ms'yi geçmez; kullanıcı beklerken animasyon değil bulgu gösterilir.
08 Durumlar Widgetlar Etkilesimler.dc.html	template	KAYDIRMA AKSİYONLARI
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Tamamlandı
08 Durumlar Widgetlar Etkilesimler.dc.html	template	3 gün
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Gönderdiğin teklif mailine 3 gündür cevap gelmedi.
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Ertele
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Önemli değil
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Bugün
08 Durumlar Widgetlar Etkilesimler.dc.html	template	KİŞİSEL
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Trendyol siparişin bugün geliyor.
08 Durumlar Widgetlar Etkilesimler.dc.html	template	Sağa: Tamamlandı (yeşil, tam kaydırmada otomatik). Sola: Ertele · Önemli değil (nötr). Eşik %35; eşikte hafif haptic. Kaydırma yönleri Akış, Bugün ve Takip'te aynıdır.
08 Durumlar Widgetlar Etkilesimler.dc.html	template	BRİFİNG AÇILIŞI · KARE KARE
08 Durumlar Widgetlar Etkilesimler.dc.html	template	0 ms · hero solgun
08 Durumlar Widgetlar Etkilesimler.dc.html	template	240 ms · sayı sayar
08 Durumlar Widgetlar Etkilesimler.dc.html	template	520 ms · kartlar 60 ms arayla
08 Durumlar Widgetlar Etkilesimler.dc.html	data	empty/today · önemli mail yok
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Her şey kontrol altında.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Bugün dikkat gerektiren yeni bir konu yok. 46 maili senin için okudum.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Akışa göz at
08 Durumlar Widgetlar Etkilesimler.dc.html	data	empty/plan · toplantı yok
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Bugün takvimin oldukça sakin.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Yarın 09:00 Haftalık ekip ile başlıyorsun. Bugünü odak için kullanabilirsin.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Odak bloğu öner
08 Durumlar Widgetlar Etkilesimler.dc.html	data	empty/follow-up · takip yok
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Bekleyen takip yok.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Gönderdiğin her maile yanıt geldi. Yeni bir gecikme olursa buraya düşer.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	empty/approvals · onay yok
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Onay bekleyen işlem yok.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Bir mail göndermek veya takvimi değiştirmek istediğimde önce burada görürsün.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Geçmişi gör
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Gmail bağlantısı yenilenmeli.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Google oturumu süresi doldu. Yeniden bağlanana kadar yeni mailler analiz edilmez.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Yeniden Bağlan
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Takvim izni verilmedi.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Toplantı hazırlığı ve çakışma uyarıları takvim erişimi gerektirir. Diğer her şey çalışıyor.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	İzin Ver
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Neden gerekli?
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Senkronizasyon gecikti.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Şimdi Dene
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Asistan şu an yanıt veremiyor.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Tekrar Dene
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Brifinge Dön
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Brifing açılışı
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Bugün açılır → hero solgundan belirir, sayı 0→N sayar, kartlar sırayla girer.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	AI işliyor
08 Durumlar Widgetlar Etkilesimler.dc.html	data	shimmer 1.6s linear ∞ · spinner .8s
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Öncelik tamamlandı
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Onay ikonuna dokunuş → ikon yeşile dolar, kart küçülerek solar, alttakiler yukarı kayar, toast.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	ikon 160ms · kart 300ms scale .96 + fade · liste 300ms
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Kaydırma aksiyonları
08 Durumlar Widgetlar Etkilesimler.dc.html	data	takip 1:1 · bırakma 260ms spring
08 Durumlar Widgetlar Etkilesimler.dc.html	data	eşikte light
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Onayla → buton “Onaylandı” olur, rozet yeşile döner, kart geçmişe kayar.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	buton 200ms · rozet 160ms · kart 320ms
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Sesli oynatma
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Play → dalga çubukları canlanır, oynat ikonu pause olur, bölüm satırı vurgulanır.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	çubuklar .7–1.2s alternate · ikon 120ms
08 Durumlar Widgetlar Etkilesimler.dc.html	data	shimmer 1.6s · doluş 60ms kademe
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Aşağı çekme → ince indigo çizgi üstte, tamamlanınca “Güncel · 09:41” 1,5 sn.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	çizgi 400ms · mesaj 1.5s
08 Durumlar Widgetlar Etkilesimler.dc.html	data	success: tamamla/onayla/gönder · light: seçim, eşik · warning: çakışma, hata · asla dekor için.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	iOS UIFeedbackGenerator · Android HapticFeedbackConstants
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Kart genişleme
08 Durumlar Widgetlar Etkilesimler.dc.html	data	height 280ms · chevron 200ms rotate
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Alt sayfa
08 Durumlar Widgetlar Etkilesimler.dc.html	data	açılış 300ms · kapanış 240ms · dim 250ms
08 Durumlar Widgetlar Etkilesimler.dc.html	data	açılışta light
08 Durumlar Widgetlar Etkilesimler.dc.html	data	Gönderildi/Planlandı → yeşil halka + ikon büyüyerek gelir, tek satır açıklama, geri dönüş butonu.
08 Durumlar Widgetlar Etkilesimler.dc.html	data	halka 500ms · ikon 450ms 100ms gecikme
08 Durumlar Widgetlar Etkilesimler.dc.html	data	dashimmer 1.6s linear infinite
08 Durumlar Widgetlar Etkilesimler.dc.html	data	daspin .8s linear infinite
09 Pazarlama.dc.html	template	← Prototip ve IA
09 Pazarlama.dc.html	template	01 Sistem
09 Pazarlama.dc.html	template	02 Onboarding
09 Pazarlama.dc.html	template	03 Bugün
09 Pazarlama.dc.html	template	04 Akış
09 Pazarlama.dc.html	template	05 Plan
09 Pazarlama.dc.html	template	06 Asistan
09 Pazarlama.dc.html	template	07 Hesap
09 Pazarlama.dc.html	template	08 Durumlar
09 Pazarlama.dc.html	template	09 Pazarlama
09 Pazarlama.dc.html	template	09 · Mağaza Ekranları ve Reklamlar
